ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Cuomo,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/24/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,9657
Johnson,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,250
O'Rourke,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/24/2019 0:00,$0.07 ,$0.07 ,$0.05 ,$0.06 ,21622
S. Brown,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/24/2019 0:00,$0.11 ,$0.15 ,$0.11 ,$0.12 ,82539
Andrew Yang,11/24/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,15841
Pete Buttigieg,11/24/2019 0:00,$0.21 ,$0.22 ,$0.19 ,$0.20 ,16150
Castro,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/24/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,21662
Hickenlooper,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2458
Bennet,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Ryan,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,956
Patrick,11/24/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,17637
Bernie Sanders,11/25/2019 0:00,$0.16 ,$0.17 ,$0.15 ,$0.16 ,12889
Cory Booker,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2954
Harris,11/25/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,12473
Gillibrand,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Joe Biden,11/25/2019 0:00,$0.24 ,$0.24 ,$0.22 ,$0.24 ,7719
Elizabeth Warren,11/25/2019 0:00,$0.23 ,$0.23 ,$0.21 ,$0.22 ,12460
Cuomo,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Zuckerberg,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Amy Klobuchar,11/25/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,11113
Johnson,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/25/2019 0:00,$0.06 ,$0.06 ,$0.04 ,$0.06 ,17473
S. Brown,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/25/2019 0:00,$0.12 ,$0.15 ,$0.11 ,$0.11 ,65766
Andrew Yang,11/25/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,8768
Pete Buttigieg,11/25/2019 0:00,$0.20 ,$0.21 ,$0.18 ,$0.18 ,17447
Castro,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/25/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,2406
Hickenlooper,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4822
Patrick,11/25/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,14733
Bernie Sanders,11/26/2019 0:00,$0.16 ,$0.17 ,$0.15 ,$0.16 ,19903
Cory Booker,11/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,9010
Harris,11/26/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,18589
Gillibrand,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/26/2019 0:00,$0.24 ,$0.26 ,$0.23 ,$0.25 ,29540
Elizabeth Warren,11/26/2019 0:00,$0.22 ,$0.22 ,$0.17 ,$0.18 ,36152
Cuomo,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/26/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,8547
Johnson,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,115
Clinton,11/26/2019 0:00,$0.06 ,$0.06 ,$0.05 ,$0.06 ,16469
S. Brown,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/26/2019 0:00,$0.11 ,$0.15 ,$0.10 ,$0.11 ,47262
Andrew Yang,11/26/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,11869
Pete Buttigieg,11/26/2019 0:00,$0.18 ,$0.21 ,$0.18 ,$0.21 ,48245
Castro,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/26/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,6688
Hickenlooper,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,8107
Bennet,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,7859
Patrick,11/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,16828
Bernie Sanders,11/27/2019 0:00,$0.16 ,$0.18 ,$0.15 ,$0.17 ,19362
Cory Booker,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1835
Harris,11/27/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,15053
Gillibrand,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/27/2019 0:00,$0.25 ,$0.27 ,$0.25 ,$0.27 ,21197
Elizabeth Warren,11/27/2019 0:00,$0.18 ,$0.19 ,$0.17 ,$0.17 ,26800
Cuomo,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/27/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,20140
Johnson,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6724
O'Rourke,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,875
Clinton,11/27/2019 0:00,$0.06 ,$0.07 ,$0.05 ,$0.05 ,21620
S. Brown,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3000
Michael Bloomberg,11/27/2019 0:00,$0.11 ,$0.13 ,$0.10 ,$0.11 ,30169
Andrew Yang,11/27/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,6139
Pete Buttigieg,11/27/2019 0:00,$0.21 ,$0.21 ,$0.19 ,$0.21 ,18811
Castro,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,825
Gabbard,11/27/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,35395
Hickenlooper,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/27/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,2613
Bennet,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4552
Patrick,11/27/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,38093
Bernie Sanders,11/28/2019 0:00,$0.17 ,$0.18 ,$0.16 ,$0.17 ,1914
Cory Booker,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2579
Harris,11/28/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,10654
Gillibrand,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/28/2019 0:00,$0.27 ,$0.27 ,$0.25 ,$0.25 ,5557
Elizabeth Warren,11/28/2019 0:00,$0.17 ,$0.19 ,$0.17 ,$0.19 ,7596
Cuomo,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/28/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,10454
Johnson,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,93
Clinton,11/28/2019 0:00,$0.05 ,$0.06 ,$0.05 ,$0.06 ,3722
S. Brown,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,200
Michael Bloomberg,11/28/2019 0:00,$0.11 ,$0.13 ,$0.11 ,$0.13 ,5804
Andrew Yang,11/28/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,8279
Pete Buttigieg,11/28/2019 0:00,$0.21 ,$0.21 ,$0.20 ,$0.20 ,10262
Castro,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/28/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,2331
Hickenlooper,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,110
Williamson,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,150
Patrick,11/28/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,6065
Bernie Sanders,11/29/2019 0:00,$0.17 ,$0.18 ,$0.16 ,$0.18 ,7834
Cory Booker,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6208
Harris,11/29/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,21542
Gillibrand,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/29/2019 0:00,$0.25 ,$0.27 ,$0.25 ,$0.26 ,5176
Elizabeth Warren,11/29/2019 0:00,$0.19 ,$0.19 ,$0.17 ,$0.18 ,8883
Cuomo,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/29/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,27829
Johnson,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/29/2019 0:00,$0.06 ,$0.06 ,$0.05 ,$0.06 ,1687
S. Brown,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/29/2019 0:00,$0.13 ,$0.13 ,$0.11 ,$0.12 ,5678
Andrew Yang,11/29/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,2288
Pete Buttigieg,11/29/2019 0:00,$0.20 ,$0.21 ,$0.19 ,$0.20 ,4475
Castro,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5000
Gabbard,11/29/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,1717
Hickenlooper,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,13
Patrick,11/29/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,7698
Bernie Sanders,11/30/2019 0:00,$0.18 ,$0.18 ,$0.17 ,$0.17 ,6140
Cory Booker,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4385
Harris,11/30/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,19180
Gillibrand,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/30/2019 0:00,$0.26 ,$0.27 ,$0.25 ,$0.25 ,3757
Elizabeth Warren,11/30/2019 0:00,$0.18 ,$0.19 ,$0.18 ,$0.18 ,8774
Cuomo,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Zuckerberg,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/30/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,10090
Johnson,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4
Clinton,11/30/2019 0:00,$0.06 ,$0.06 ,$0.05 ,$0.06 ,4598
S. Brown,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1000
Michael Bloomberg,11/30/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.11 ,12630
Andrew Yang,11/30/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,1269
Pete Buttigieg,11/30/2019 0:00,$0.20 ,$0.20 ,$0.19 ,$0.19 ,5283
Castro,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3000
Gabbard,11/30/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,2772
Hickenlooper,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
Ryan,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,960
Patrick,11/30/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1069
Bernie Sanders,12/1/2019 0:00,$0.17 ,$0.18 ,$0.17 ,$0.18 ,8260
Cory Booker,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,543
Harris,12/1/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,12344
Gillibrand,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/1/2019 0:00,$0.25 ,$0.27 ,$0.25 ,$0.26 ,8035
Elizabeth Warren,12/1/2019 0:00,$0.18 ,$0.19 ,$0.17 ,$0.19 ,7177
Cuomo,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/1/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,20382
Johnson,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
O'Rourke,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,12/1/2019 0:00,$0.06 ,$0.06 ,$0.05 ,$0.06 ,9513
S. Brown,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/1/2019 0:00,$0.11 ,$0.12 ,$0.11 ,$0.12 ,21674
Andrew Yang,12/1/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,10830
Pete Buttigieg,12/1/2019 0:00,$0.19 ,$0.21 ,$0.19 ,$0.19 ,9389
Castro,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3000
Gabbard,12/1/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,3199
Hickenlooper,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,840
Bennet,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Patrick,12/1/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,5682
Bernie Sanders,12/2/2019 0:00,$0.18 ,$0.18 ,$0.16 ,$0.18 ,14871
Cory Booker,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4302
Harris,12/2/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,10866
Gillibrand,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Joe Biden,12/2/2019 0:00,$0.26 ,$0.27 ,$0.25 ,$0.27 ,11748
Elizabeth Warren,12/2/2019 0:00,$0.19 ,$0.19 ,$0.17 ,$0.18 ,13365
Cuomo,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/2/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,14155
Johnson,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1591
O'Rourke,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,197
Clinton,12/2/2019 0:00,$0.06 ,$0.06 ,$0.05 ,$0.06 ,7170
S. Brown,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/2/2019 0:00,$0.12 ,$0.12 ,$0.11 ,$0.12 ,18496
Andrew Yang,12/2/2019 0:00,$0.07 ,$0.09 ,$0.07 ,$0.08 ,22476
Pete Buttigieg,12/2/2019 0:00,$0.19 ,$0.21 ,$0.19 ,$0.20 ,11447
Castro,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3196
Gabbard,12/2/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,4112
Hickenlooper,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,741
Ryan,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1201
Patrick,12/2/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,14347
